csv_date,csv_USD_price,Date,USD_price_na,USD_price
1/23/2020,71.078102,05/30/2019,69.815002,69.815002
1/24/2020,71.320999,05/31/2019,69.980003,69.980003
1/27/2020,71.324997,06/1/2019,#N/A,69.980003
1/28/2020,71.440002,06/2/2019,#N/A,69.980003
1/29/2020,71.2304,06/3/2019,69.569603,69.569603
1/30/2020,71.300003,06/4/2019,69.161903,69.161903
1/31/2020,71.639999,06/5/2019,69.559998,69.559998
2/3/2020,71.496498,06/6/2019,69.625,69.625
2/4/2020,71.314102,06/7/2019,69.360001,69.360001
2/5/2020,71.099998,06/8/2019,#N/A,69.360001
2/6/2020,71.18,06/9/2019,#N/A,69.360001
2/7/2020,71.470001,06/10/2019,69.345001,69.345001
2/10/2020,71.515503,06/11/2019,69.523499,69.523499
2/11/2020,71.279999,06/12/2019,69.386497,69.386497
2/12/2020,71.275299,06/13/2019,69.699997,69.699997
2/13/2020,71.296204,06/14/2019,69.800003,69.800003
2/14/2020,71.268501,06/15/2019,#N/A,69.800003
2/17/2020,71.514801,06/16/2019,#N/A,69.800003
2/18/2020,71.349197,06/17/2019,69.7705,69.7705
2/19/2020,71.574997,06/18/2019,70.112503,70.112503
2/20/2020,71.827499,06/19/2019,69.764999,69.764999
2/21/2020,72.110001,06/20/2019,69.870003,69.870003
2/24/2020,71.886803,06/21/2019,69.779999,69.779999
2/25/2020,72.0467,06/22/2019,#N/A,69.779999
2/26/2020,71.870003,06/23/2019,#N/A,69.779999
2/27/2020,71.663399,06/24/2019,69.569901,69.569901
2/28/2020,71.93,06/25/2019,69.602501,69.602501
3/2/2020,72.150002,06/26/2019,69.637497,69.637497
3/3/2020,72.824997,06/27/2019,69.602501,69.602501
3/4/2020,73.342003,06/28/2019,69.324997,69.324997
3/5/2020,74.042503,06/29/2019,#N/A,69.324997
3/6/2020,73.855103,06/30/2019,#N/A,69.324997
3/9/2020,73.9953,07/1/2019,68.940498,68.940498
3/10/2020,74.405998,07/2/2019,69.167503,69.167503
3/11/2020,74.205002,07/3/2019,69.082497,69.082497
3/12/2020,74.760002,07/4/2019,69.0075,69.0075
3/13/2020,75.300003,07/5/2019,68.739998,68.739998
3/16/2020,73.903999,07/6/2019,#N/A,68.739998
3/17/2020,75.154999,07/7/2019,#N/A,68.739998
3/18/2020,74.012398,07/8/2019,68.440002,68.440002
3/19/2020,74.982002,07/9/2019,68.849998,68.849998
3/20/2020,75.159698,07/10/2019,68.764999,68.764999
3/23/2020,75.622101,07/11/2019,68.367599,68.367599
3/24/2020,76.505997,07/12/2019,68.669998,68.669998
3/25/2020,77.260002,07/13/2019,#N/A,68.669998
3/26/2020,75.845497,07/14/2019,#N/A,68.669998
3/27/2020,74.725601,07/15/2019,68.550301,68.550301
3/30/2020,75.464996,07/16/2019,68.747498,68.747498
3/31/2020,75.400002,07/17/2019,68.894997,68.894997
4/1/2020,75.324997,07/18/2019,68.786003,68.786003
4/2/2020,77.57,07/19/2019,68.849998,68.849998
4/3/2020,77.139999,07/20/2019,#N/A,68.849998
4/6/2020,76.230003,07/21/2019,#N/A,68.849998
4/7/2020,75.964897,07/22/2019,68.830002,68.830002
4/8/2020,76.660004,07/23/2019,69.160004,69.160004
4/9/2020,75.959,07/24/2019,69.019997,69.019997
4/10/2020,76.650002,07/25/2019,69.184998,69.184998
4/13/2020,76.166496,07/26/2019,69.150497,69.150497
4/14/2020,76.910004,07/27/2019,#N/A,69.150497
4/15/2020,75.931,07/28/2019,#N/A,69.150497
4/16/2020,77.212502,07/29/2019,68.870003,68.870003
4/17/2020,77.57,07/30/2019,68.949997,68.949997
4/20/2020,76.559998,07/31/2019,69.077499,69.077499
4/21/2020,77.209999,08/1/2019,69.404999,69.404999
4/22/2020,76.969398,08/2/2019,69.297203,69.297203
4/23/2020,76.400002,08/3/2019,#N/A,69.297203
4/24/2020,76.422501,08/4/2019,#N/A,69.297203
4/27/2020,76.2715,08/5/2019,69.656898,69.656898
4/28/2020,76.186302,08/6/2019,71.519997,71.519997
4/29/2020,76.464996,08/7/2019,71.230003,71.230003
4/30/2020,75.258499,08/8/2019,71.1651,71.1651
5/1/2020,75.720001,08/9/2019,70.470901,70.470901
5/4/2020,75.600502,08/10/2019,#N/A,70.470901
5/5/2020,75.849998,08/11/2019,#N/A,70.470901
5/6/2020,76.169998,08/12/2019,71.035004,71.035004
5/7/2020,76.151299,08/13/2019,71.580002,71.580002
5/8/2020,76.080002,08/14/2019,71.080002,71.080002
5/11/2020,75.525002,08/15/2019,71.635201,71.635201
5/12/2020,76.309998,08/16/2019,71.720001,71.720001
5/13/2020,75.68,08/17/2019,#N/A,71.720001
5/14/2020,75.426201,08/18/2019,#N/A,71.720001
5/15/2020,75.485001,08/19/2019,71.132004,71.132004
5/18/2020,75.82,08/20/2019,71.995003,71.995003
5/19/2020,75.600098,08/21/2019,71.809998,71.809998
5/20/2020,76,08/22/2019,71.437798,71.437798
5/21/2020,75.779999,08/23/2019,71.920403,71.920403
5/22/2020,75.625,08/24/2019,#N/A,71.920403
5/25/2020,75.985001,08/25/2019,#N/A,71.920403
5/26/2020,76.110001,08/26/2019,71.502502,71.502502
5/27/2020,75.82,08/27/2019,72.160004,72.160004
5/28/2020,76.129997,08/28/2019,71.535004,71.535004
5/29/2020,75.959999,08/29/2019,72.084999,72.084999
6/1/2020,75.513199,08/30/2019,71.680199,71.680199
6/2/2020,75.730003,08/31/2019,#N/A,71.680199
6/3/2020,75.065804,09/1/2019,#N/A,71.680199
6/4/2020,75.544998,09/2/2019,71.729897,71.729897
6/5/2020,75.490898,09/3/2019,71.962097,71.962097
6/8/2020,75.5177,09/4/2019,72.459999,72.459999
6/9/2020,75.625,09/5/2019,71.955704,71.955704
6/10/2020,75.509804,09/6/2019,72.220001,72.220001
6/11/2020,75.875,09/7/2019,#N/A,72.220001
6/12/2020,76.389999,09/8/2019,#N/A,72.220001
6/15/2020,75.956802,09/9/2019,71.669998,71.669998
6/16/2020,75.977997,09/10/2019,72.092499,72.092499
6/17/2020,76.654999,09/11/2019,71.859001,71.859001
6/18/2020,76.550003,09/12/2019,71.560097,71.560097
6/19/2020,76.400398,09/13/2019,71.285004,71.285004
6/22/2020,76.252098,09/14/2019,#N/A,71.285004
6/23/2020,75.789803,09/15/2019,#N/A,71.285004
6/24/2020,75.607803,09/16/2019,71.020699,71.020699
6/25/2020,75.970001,09/17/2019,71.7491,71.7491
6/26/2020,75.539803,09/18/2019,71.709999,71.709999
6/29/2020,75.619797,09/19/2019,71.542503,71.542503
6/30/2020,75.699997,09/20/2019,71.717499,71.717499
,,09/21/2019,#N/A,71.717499
,,09/22/2019,#N/A,71.717499
,,09/23/2019,71.191597,71.191597
,,09/24/2019,70.789597,70.789597
,,09/25/2019,71.285004,71.285004
,,09/26/2019,71.309998,71.309998
,,09/27/2019,71.214996,71.214996
,,09/28/2019,#N/A,71.214996
,,09/29/2019,#N/A,71.214996
,,09/30/2019,70.498703,70.498703
,,10/1/2019,70.922501,70.922501
,,10/2/2019,71.099998,71.099998
,,10/3/2019,71.141602,71.141602
,,10/4/2019,71.019997,71.019997
,,10/5/2019,#N/A,71.019997
,,10/6/2019,#N/A,71.019997
,,10/7/2019,70.815002,70.815002
,,10/8/2019,71.360001,71.360001
,,10/9/2019,71.209999,71.209999
,,10/10/2019,71.410004,71.410004
,,10/11/2019,70.980003,70.980003
,,10/12/2019,#N/A,70.980003
,,10/13/2019,#N/A,70.980003
,,10/14/2019,70.914001,70.914001
,,10/15/2019,71.452499,71.452499
,,10/16/2019,71.760002,71.760002
,,10/17/2019,71.620003,71.620003
,,10/18/2019,71.422501,71.422501
,,10/19/2019,#N/A,71.422501
,,10/20/2019,#N/A,71.422501
,,10/21/2019,71.029999,71.029999
,,10/22/2019,71.105003,71.105003
,,10/23/2019,71.074997,71.074997
,,10/24/2019,70.714996,70.714996
,,10/25/2019,71.190002,71.190002
,,10/26/2019,#N/A,71.190002
,,10/27/2019,#N/A,71.190002
,,10/28/2019,70.830002,70.830002
,,10/29/2019,70.735001,70.735001
,,10/30/2019,70.884598,70.884598
,,10/31/2019,70.989998,70.989998
,,11/1/2019,70.970001,70.970001
,,11/2/2019,#N/A,70.970001
,,11/3/2019,#N/A,70.970001
,,11/4/2019,70.5121,70.5121
,,11/5/2019,71,71
,,11/6/2019,70.894997,70.894997
,,11/7/2019,71,71
,,11/8/2019,71.376503,71.376503
,,11/9/2019,#N/A,71.376503
,,11/10/2019,#N/A,71.376503
,,11/11/2019,71.376503,71.376503
,,11/12/2019,71.573997,71.573997
,,11/13/2019,71.779999,71.779999
,,11/14/2019,72.141502,72.141502
,,11/15/2019,71.955803,71.955803
,,11/16/2019,#N/A,71.955803
,,11/17/2019,#N/A,71.955803
,,11/18/2019,71.705803,71.705803
,,11/19/2019,71.935097,71.935097
,,11/20/2019,71.850998,71.850998
,,11/21/2019,71.768204,71.768204
,,11/22/2019,71.740501,71.740501
,,11/23/2019,#N/A,71.740501
,,11/24/2019,#N/A,71.740501
,,11/25/2019,71.7826,71.7826
,,11/26/2019,71.679497,71.679497
,,11/27/2019,71.428398,71.428398
,,11/28/2019,71.228104,71.228104
,,11/29/2019,71.547401,71.547401
,,11/30/2019,#N/A,71.547401
,,12/1/2019,#N/A,71.547401
,,12/2/2019,71.723,71.723
,,12/3/2019,71.625,71.625
,,12/4/2019,71.959999,71.959999
,,12/5/2019,71.480103,71.480103
,,12/6/2019,71.385002,71.385002
,,12/7/2019,#N/A,71.385002
,,12/8/2019,#N/A,71.385002
,,12/9/2019,71.286797,71.286797
,,12/10/2019,70.960197,70.960197
,,12/11/2019,71.010002,71.010002
,,12/12/2019,70.729301,70.729301
,,12/13/2019,70.559898,70.559898
,,12/14/2019,#N/A,70.559898
,,12/15/2019,#N/A,70.559898
,,12/16/2019,70.689003,70.689003
,,12/17/2019,70.920502,70.920502
,,12/18/2019,71.214996,71.214996
,,12/19/2019,70.989899,70.989899
,,12/20/2019,71.222702,71.222702
,,12/21/2019,#N/A,71.222702
,,12/22/2019,#N/A,71.222702
,,12/23/2019,71.024002,71.024002
,,12/24/2019,71.210701,71.210701
,,12/25/2019,71.459999,71.459999
,,12/26/2019,71.540001,71.540001
,,12/27/2019,71.300301,71.300301
,,12/28/2019,#N/A,71.300301
,,12/29/2019,#N/A,71.300301
,,12/30/2019,71.313004,71.313004
,,12/31/2019,71.310997,71.310997
,,01/1/2020,71.275803,71.275803
,,01/2/2020,71.025002,71.025002
,,01/3/2020,71.415001,71.415001
,,01/4/2020,#N/A,71.415001
,,01/5/2020,#N/A,71.415001
,,01/6/2020,71.731003,71.731003
,,01/7/2020,71.787003,71.787003
,,01/8/2020,72.160004,72.160004
,,01/9/2020,71.411903,71.411903
,,01/10/2020,71.194298,71.194298
,,01/11/2020,#N/A,71.194298
,,01/12/2020,#N/A,71.194298
,,01/13/2020,70.953003,70.953003
,,01/14/2020,70.718903,70.718903
,,01/15/2020,70.8451,70.8451
,,01/16/2020,70.718002,70.718002
,,01/17/2020,70.945602,70.945602
,,01/18/2020,#N/A,70.945602
,,01/19/2020,#N/A,70.945602
,,01/20/2020,71.034698,71.034698
,,01/21/2020,71.030998,71.030998
,,01/22/2020,71.169998,71.169998
,,01/23/2020,71.078102,71.078102
,,01/24/2020,71.320999,71.320999
,,01/25/2020,#N/A,71.320999
,,01/26/2020,#N/A,71.320999
,,01/27/2020,71.324997,71.324997
,,01/28/2020,71.440002,71.440002
,,01/29/2020,71.2304,71.2304
,,01/30/2020,71.300003,71.300003
,,01/31/2020,71.639999,71.639999
,,02/1/2020,#N/A,71.639999
,,02/2/2020,#N/A,71.639999
,,02/3/2020,71.496498,71.496498
,,02/4/2020,71.314102,71.314102
,,02/5/2020,71.099998,71.099998
,,02/6/2020,71.18,71.18
,,02/7/2020,71.470001,71.470001
,,02/8/2020,#N/A,71.470001
,,02/9/2020,#N/A,71.470001
,,02/10/2020,71.515503,71.515503
,,02/11/2020,71.279999,71.279999
,,02/12/2020,71.275299,71.275299
,,02/13/2020,71.296204,71.296204
,,02/14/2020,71.268501,71.268501
,,02/15/2020,#N/A,71.268501
,,02/16/2020,#N/A,71.268501
,,02/17/2020,71.514801,71.514801
,,02/18/2020,71.349197,71.349197
,,02/19/2020,71.574997,71.574997
,,02/20/2020,71.827499,71.827499
,,02/21/2020,72.110001,72.110001
,,02/22/2020,#N/A,72.110001
,,02/23/2020,#N/A,72.110001
,,02/24/2020,71.886803,71.886803
,,02/25/2020,72.0467,72.0467
,,02/26/2020,71.870003,71.870003
,,02/27/2020,71.663399,71.663399
,,02/28/2020,71.93,71.93
,,02/29/2020,#N/A,71.93
,,03/1/2020,#N/A,71.93
,,03/2/2020,72.150002,72.150002
,,03/3/2020,72.824997,72.824997
,,03/4/2020,73.342003,73.342003
,,03/5/2020,74.042503,74.042503
,,03/6/2020,73.855103,73.855103
,,03/7/2020,#N/A,73.855103
,,03/8/2020,#N/A,73.855103
,,03/9/2020,73.9953,73.9953
,,03/10/2020,74.405998,74.405998
,,03/11/2020,74.205002,74.205002
,,03/12/2020,74.760002,74.760002
,,03/13/2020,75.300003,75.300003
,,03/14/2020,#N/A,75.300003
,,03/15/2020,#N/A,75.300003
,,03/16/2020,73.903999,73.903999
,,03/17/2020,75.154999,75.154999
,,03/18/2020,74.012398,74.012398
,,03/19/2020,74.982002,74.982002
,,03/20/2020,75.159698,75.159698
,,03/21/2020,#N/A,75.159698
,,03/22/2020,#N/A,75.159698
,,03/23/2020,75.622101,75.622101
,,03/24/2020,76.505997,76.505997
,,03/25/2020,77.260002,77.260002
,,03/26/2020,75.845497,75.845497
,,03/27/2020,74.725601,74.725601
,,03/28/2020,#N/A,74.725601
,,03/29/2020,#N/A,74.725601
,,03/30/2020,75.464996,75.464996
,,03/31/2020,75.400002,75.400002
,,04/1/2020,75.324997,75.324997
,,04/2/2020,77.57,77.57
,,04/3/2020,77.139999,77.139999
,,04/4/2020,#N/A,77.139999
,,04/5/2020,#N/A,77.139999
,,04/6/2020,76.230003,76.230003
,,04/7/2020,75.964897,75.964897
,,04/8/2020,76.660004,76.660004
,,04/9/2020,75.959,75.959
,,04/10/2020,76.650002,76.650002
,,04/11/2020,#N/A,76.650002
,,04/12/2020,#N/A,76.650002
,,04/13/2020,76.166496,76.166496
,,04/14/2020,76.910004,76.910004
,,04/15/2020,75.931,75.931
,,04/16/2020,77.212502,77.212502
,,04/17/2020,77.57,77.57
,,04/18/2020,#N/A,77.57
,,04/19/2020,#N/A,77.57
,,04/20/2020,76.559998,76.559998
,,04/21/2020,77.209999,77.209999
,,04/22/2020,76.969398,76.969398
,,04/23/2020,76.400002,76.400002
,,04/24/2020,76.422501,76.422501
,,04/25/2020,#N/A,76.422501
,,04/26/2020,#N/A,76.422501
,,04/27/2020,76.2715,76.2715
,,04/28/2020,76.186302,76.186302
,,04/29/2020,76.464996,76.464996
,,04/30/2020,75.258499,75.258499
,,05/1/2020,75.720001,75.720001
,,05/2/2020,#N/A,75.720001
,,05/3/2020,#N/A,75.720001
,,05/4/2020,75.600502,75.600502
,,05/5/2020,75.849998,75.849998
,,05/6/2020,76.169998,76.169998
,,05/7/2020,76.151299,76.151299
,,05/8/2020,76.080002,76.080002
,,05/9/2020,#N/A,76.080002
,,05/10/2020,#N/A,76.080002
,,05/11/2020,75.525002,75.525002
,,05/12/2020,76.309998,76.309998
,,05/13/2020,75.68,75.68
,,05/14/2020,75.426201,75.426201
,,05/15/2020,75.485001,75.485001
,,05/16/2020,#N/A,75.485001
,,05/17/2020,#N/A,75.485001
,,05/18/2020,75.82,75.82
,,05/19/2020,75.600098,75.600098
,,05/20/2020,76,76
,,05/21/2020,75.779999,75.779999
,,05/22/2020,75.625,75.625
,,05/23/2020,#N/A,75.625
,,05/24/2020,#N/A,75.625
,,05/25/2020,75.985001,75.985001
,,05/26/2020,76.110001,76.110001
,,05/27/2020,75.82,75.82
,,05/28/2020,76.129997,76.129997
,,05/29/2020,75.959999,75.959999
,,05/30/2020,#N/A,75.959999
,,05/31/2020,#N/A,75.959999
,,06/1/2020,75.513199,75.513199
,,06/2/2020,75.730003,75.730003
,,06/3/2020,75.065804,75.065804
,,06/4/2020,75.544998,75.544998
,,06/5/2020,75.490898,75.490898
,,06/6/2020,#N/A,75.490898
,,06/7/2020,#N/A,75.490898
,,06/8/2020,75.5177,75.5177
,,06/9/2020,75.625,75.625
,,06/10/2020,75.509804,75.509804
,,06/11/2020,75.875,75.875
,,06/12/2020,76.389999,76.389999
,,06/13/2020,#N/A,76.389999
,,06/14/2020,#N/A,76.389999
,,06/15/2020,75.956802,75.956802
,,06/16/2020,75.977997,75.977997
,,06/17/2020,76.654999,76.654999
,,06/18/2020,76.550003,76.550003
,,06/19/2020,76.400398,76.400398
,,06/20/2020,#N/A,76.400398
,,06/21/2020,#N/A,76.400398
,,06/22/2020,76.252098,76.252098
,,06/23/2020,75.789803,75.789803
,,06/24/2020,75.607803,75.607803
,,06/25/2020,75.970001,75.970001
,,06/26/2020,75.539803,75.539803
